id	url	timestamp	title	activity_type	felt	duration_seconds	distance	distance_units	description	effort_outof_5	gear	weather	calories
32506890	http://www.dailymile.com/entries/32506890	2015-04-18T17:44:29Z	Heat Training	Running	alright	3600	6.84	miles	Heat training. Wore SKINS tights, shorts, compression t-shirt, long-sleeve turtleneck, cotton gloves and winter hat. Surged 3 hills to make sure my temps got way up there. I warmed up so quickly that I didn't really notice any of my sore muscles. :)	4	Altra Instinct 1.5 black	hot sunny	727
32514190	http://www.dailymile.com/entries/32514190	2015-04-19T15:59:25Z	greenways	Running	alright	2400	3.5	miles	It seems like a very long time since I ran on the Hogtown Creek greenway. Trails are in good shape and footbridges are in place all the way through to the Loblolly Woods parking and drinking fountain.	1	Altra Superior 2.0		485
32525221	http://www.dailymile.com/entries/32525221	2015-04-20T18:31:12Z	campus	Running	good	1920	2.92	miles		1	VFF KSO EVO		388
32548137	http://www.dailymile.com/entries/32548137	2015-04-23T01:18:33Z	warm up and down	Running	alright	2400	4	miles		2	NB Minimus MT00 green pair 2		485
32548714	http://www.dailymile.com/entries/32548714	2015-04-23T02:22:40Z	LGAA 5k race	Running	alright	1107	3.1	miles	LGAA 5k race, we (Youth Combine) won the fastest team competition! I finished in 18:27 on a warm evening for the age group win, but am a little disappointed with my race. Splits: 5:42, 6:01, 6:12	5	NB Minimus MT00 green pair 2		218
32561009	http://www.dailymile.com/entries/32561009	2015-04-24T16:24:44Z	campus	Walking	good	900	2	miles	brisk walk				62
32566291	http://www.dailymile.com/entries/32566291	2015-04-25T12:08:20Z	Glen Springs Rd. Loop	Running	good	3451	6.16	miles		2	VFF SeeYa LS		691
32574977	http://www.dailymile.com/entries/32574977	2015-04-26T13:12:31Z	no sidewalks	Running	alright	5220	8.81	miles	I don't think it was humid enough this morning. Greenways were surprisingly not muddy considering the rain we had last night.	3	Altra Superior 2.0		1055
32586751	http://www.dailymile.com/entries/32586751	2015-04-27T15:26:32Z	campus	Running	good	3903	7.91	miles	Supposed to be taking it easy but I felt good. Didn't push above moderate effort.	3	VFF KSO EVO		788
32606979	http://www.dailymile.com/entries/32606979	2015-04-29T17:25:53Z	campus	Running	good	2767	5.33	miles		3	Topo ST		557
32613432	http://www.dailymile.com/entries/32613432	2015-04-30T11:57:47Z	Brywood to NW 31st Blvd ( Glen Springs Rd ) out and back	Running	good	2311	4.04	miles		1	Altra Samson pair 2		460
32629336	http://www.dailymile.com/entries/32629336	2015-05-02T13:22:32Z	greenways	Running	alright	2280	3	miles		1	VFF SeeYa LS		460
32637156	http://www.dailymile.com/entries/32637156	2015-05-03T12:50:31Z	no sidewalks	Running	good	4675	8.81	miles	Greenways. Beautiful cool morning.	2	Merrell Trail Glove		933
32646089	http://www.dailymile.com/entries/32646089	2015-05-04T10:25:29Z	Brywood to NW 31st Blvd ( Glen Springs Rd ) out and back	Running	alright	2520	4.04	miles		2	Soft Star Moc3		509
32669803	http://www.dailymile.com/entries/32669803	2015-05-06T19:45:05Z	campus	Running	alright	1800	2.92	miles		1	VFF KSO EVO		363
32675489	http://www.dailymile.com/entries/32675489	2015-05-07T11:42:21Z	Hogtown Creek Greenway	Running	alright	1800	2.68	miles		1	Inov-8 TrailRoc 235 Lime		363
32691045	http://www.dailymile.com/entries/32691045	2015-05-09T11:58:13Z	Hogtown Creek Greenway	Running	blah	2040	2.68	miles		2	Altra Instinct 1.5 black		412
32710530	http://www.dailymile.com/entries/32710530	2015-05-11T17:03:12Z	campus	Running	alright	3218	5.9	miles	Hot.	3	Topo ST	hot sunny	642
32717822	http://www.dailymile.com/entries/32717822	2015-05-12T12:06:15Z	The Daily	Running	good	979	1.66	miles	barefoot	1	Barefoot		194
32730173	http://www.dailymile.com/entries/32730173	2015-05-13T18:18:16Z	stadium stairs and hills	Running	alright	2010	2	miles	Short but intense. 4 x stadium stairs, 4 x first flight sprints, 2 x uphill strides.	4	VFF KSO EVO	hot sunny	400
32736069	http://www.dailymile.com/entries/32736069	2015-05-14T11:39:23Z	Hogtown Creek Greenway	Running	alright	1968	3	miles	nice (but humid) morning.	1	Altra The Lone Peak 1.5		388
32762811	http://www.dailymile.com/entries/32762811	2015-05-17T18:22:09Z	cone park track	Running	alright	469	1	miles		2			84
32773178	http://www.dailymile.com/entries/32773178	2015-05-18T20:40:23Z	campus hotness	Running	alright	3060	5.39	miles		3	Topo ST	hot sunny	618
32783882	http://www.dailymile.com/entries/32783882	2015-05-19T22:29:36Z	greenway trails with half mile repeats	Running	alright	2660	4.25	miles	greenway trails with 2 x half mile repeats on twisty single track. Some super sticky slippery mud through one section. Splits:4:13, 4:02	3	Inov-8 TrailRoc 235 Lime		533
32790379	http://www.dailymile.com/entries/32790379	2015-05-20T16:17:34Z	stadium stairs	Running	good	2400	2.5	miles	stadium stairs. 6 x full, 6 x sprints on lower flight	3			485
32797254	http://www.dailymile.com/entries/32797254	2015-05-21T12:38:11Z	no sidewalks	Running	good	5135	9	miles	Nice easy morning sweaty run.	2	Merrell Trail Glove		1030
32808655	http://www.dailymile.com/entries/32808655	2015-05-22T20:02:36Z	south campus	Running	good	3960	7.98	miles	Sore quads and HOT but otherwise a good run.	3	Topo ST	hot sunny	800
32822991	http://www.dailymile.com/entries/32822991	2015-05-24T16:37:11Z	San Felasco trails - Conquistador	Running	alright	8909	14.5	miles	Conquistador at San Felasco. Got a late start so it was pretty warm by the end. There was a nice breeze most of the time, though.	2	Inov-8 TrailRoc 235 Lime		1795
32841468	http://www.dailymile.com/entries/32841468	2015-05-26T17:28:27Z	campus	Running	alright	1740	2.92	miles		2	Topo ST	hot sunny	351
32842586	http://www.dailymile.com/entries/32842586	2015-05-26T20:09:20Z	campus again	Running	good	1547	2.92	miles		2	Topo ST		303
32870373	http://www.dailymile.com/entries/32870373	2015-05-29T20:32:18Z	campus C loop	Running	alright	2820	5.33	miles	Sick yesterday, feeling a bit better today.	2	Topo ST	hot sunny	570
32894395	http://www.dailymile.com/entries/32894395	2015-06-01T16:16:41Z	shortest Lake Alice loop	Running	alright	1026	2.47	miles	tempo / long interval 1	4	VFF KSO EVO	hot sunny	206
32894410	http://www.dailymile.com/entries/32894410	2015-06-01T16:18:10Z	shortest Lake Alice loop	Running	blah	1029	2.47	miles	tempo / long interval 2. Heat was getting to me, got some blisters behind my big toes in my VFF.	4	VFF KSO EVO	hot sunny	206
32894427	http://www.dailymile.com/entries/32894427	2015-06-01T16:20:46Z	Campus B loop	Running	alright	2280	3.9	miles		2	VFF KSO EVO		460
32903971	http://www.dailymile.com/entries/32903971	2015-06-02T15:41:57Z	Hill sprints	Running	alright	1800	2	miles	warm up and 8 x campus hill sprints	4	Altra The One		363
32944400	http://www.dailymile.com/entries/32944400	2015-06-06T22:08:01Z	warm up and down	Running	alright	360	0.5	miles		1	VFF SeeYa LS	hot	72
32944424	http://www.dailymile.com/entries/32944424	2015-06-06T22:11:17Z	one third mile hill repeats	Running	alright	960	2	miles	4 x hill repeats in the heat. Splits: 1:57, 1:50, 1:53, 1:47	4		hot	194
32945332	http://www.dailymile.com/entries/32945332	2015-06-04T16:00:00Z	hackathon run through campus	Running	alright	3000	5	miles	Hosting a run through campus with a few interested hackathon participants.	2	Altra Samson pair 2		606
32949682	http://www.dailymile.com/entries/32949682	2015-06-07T16:00:17Z	no sidewalks	Running	alright	5220	9	miles	Wore long sleeves. It heated up a lot towards the end. Included a couple long fartleks at moderate pace: 4:04, 4:14	3	Inov-8 TrailRoc 235 Lime		1055
32960759	http://www.dailymile.com/entries/32960759	2015-06-08T16:26:57Z	campus	Running	alright	2321	4.17	miles		2	VFF KSO EVO		460
32967402	http://www.dailymile.com/entries/32967402	2015-06-09T10:26:12Z	to campus out and back	Running	alright	5448	10.16	miles	out: 48:18, back: 42:30	3	Altra Instinct 3.0 Silver		1091
32982274	http://www.dailymile.com/entries/32982274	2015-06-10T20:23:45Z	Campus B loop	Running	alright	2065	3.9	miles		2	Topo ST		412
32994465	http://www.dailymile.com/entries/32994465	2015-06-12T02:10:12Z	warm up and down	Running	alright	2400	4	miles		2	Altra Samson		485
32994501	http://www.dailymile.com/entries/32994501	2015-06-12T02:14:58Z	Track meet 1500m	Running	alright	293	1.5	kilometers	Gainesville track series at Cone Park. I was 4 times as old as each of my opponents. 1500m race in 4:53. Splits: 53s (300m), 1:19, 1:22, 1:18.	5	Altra Samson	hot sunny	48
32994555	http://www.dailymile.com/entries/32994555	2015-06-12T02:21:54Z	Track meet 3000m	Running	alright	656	3	kilometers	Gainesville track series at Cone Park. Rare occasion to take 1st and last place in the same race. 3000m in 10:56. Splits: a few 1:28, slowest lap in 1:31, last two in 1:27, 1:25.	5	Altra Samson		121
33000228	http://www.dailymile.com/entries/33000228	2015-06-12T20:14:49Z	campus C loop	Running	alright	2892	5.33	miles		3	Altra The One		582
33006226	http://www.dailymile.com/entries/33006226	2015-06-13T16:03:36Z	San Felasco trails - out and back Turkey Creek picnic table	Running	alright	7380	12.5	miles	"San Felasco trails - out and back to picnic table at Turkey Creek. Saw my first in-the-wild coral snake. ""Red on yellow, kill a fellow..."""	3	Inov-8 TrailRoc 235 Lime	hot sunny	1491
33012930	http://www.dailymile.com/entries/33012930	2015-06-14T13:18:08Z	no sidewalks	Running	blah	5940	9	miles	End of a long week, over 50 miles.	3	Merrell Trail Glove		1200
33024406	http://www.dailymile.com/entries/33024406	2015-06-15T17:01:58Z	campus A loop	Running	alright	1791	2.92	miles	Run with Matt C.	1	VFF KSO EVO	hot sunny	351
33024416	http://www.dailymile.com/entries/33024416	2015-06-15T17:02:53Z	campus C loop	Running	good	2601	5.33	miles	Hot but good.	3	VFF KSO EVO	hot sunny	521
33044868	http://www.dailymile.com/entries/33044868	2015-06-17T20:07:11Z	stadium stairs	Running	alright	2580	3	miles	Hot! 6 x long stairs, 6 x short stairs sprints.	4		hot sunny	521
33060837	http://www.dailymile.com/entries/33060837	2015-06-19T16:34:32Z	hot up and up	Running	alright	1500	2.5	miles	including half mile of stride straights on track.	2	Altra Samson	hot sunny	303
33060872	http://www.dailymile.com/entries/33060872	2015-06-19T04:00:00Z	track workout 6 x 1000m in the heat	Running	blah	2280	7.2	kilometers	"Scorcher of a track workout, and I'm not talking about my times. By the end, temp. was 93 degrees with ""feels like"" 98 degrees. Calves and quads were still sore from stairs 2 days ago. Combined with allergies and some personal stuff going on this week... well, not a great workout except for getting in some hard work in the heat. 6 x 1000m splits: 3:38, 3:52, 4:01, 4:20, 4:12, 4:08 with 1:30 - 3:00 rest / water break in between."	4	Altra Samson	hot sunny	460
33113605	http://www.dailymile.com/entries/33113605	2015-06-23T04:00:00Z	BRP	Running	alright	2400	3.37	miles	Included a solid 15 minutes of climbing.	3	Altra Samson		485
33113680	http://www.dailymile.com/entries/33113680	2015-06-25T15:10:46Z	grassy fitness trail	Running	good	3255	5.6	miles		2	Inov-8 TrailRoc 235 Lime		654
33125767	http://www.dailymile.com/entries/33125767	2015-06-27T01:45:43Z	warm up and down	Running	good	2400	4.3	miles		2	Inov-8 Bare-X 150	rain	485
33125817	http://www.dailymile.com/entries/33125817	2015-06-27T01:59:49Z	Our Town 5k race	Running	good	1073	5	kilometers	Nice race in my hometown on a cool damp evening. 3rd Annual Our Town 5k. Pleased with my 2nd place finish overall and a time of 17:53. Splits: 5:25, 6:16, 6:12 (last 1.1 mi)	5	Inov-8 Bare-X 150	rain	206
33135614	http://www.dailymile.com/entries/33135614	2015-06-28T11:43:54Z	BU XC course trail	Running	tired	4320	6.9	miles	Felt old and sore! Cool and misty.	3	Inov-8 TrailRoc 235 Lime		873
33171870	http://www.dailymile.com/entries/33171870	2015-06-29T16:00:00Z	Deer Creek campground tempo run	Running	good	1142	2.72	miles		3	Altra Instinct 3.0 Silver		230
33171891	http://www.dailymile.com/entries/33171891	2015-06-29T16:00:00Z	Deer Creek campground	Running	good	1680	3	miles		1			339
33171987	http://www.dailymile.com/entries/33171987	2015-07-02T00:39:57Z	BU XC course trail progression	Running	alright	2093	4.6	miles	Repeat 1.15 mile loops on the grassy course trail. Splits: 9:27, 9:01, 8:27, 7:58.	4	Inov-8 TrailRoc 235 Lime		412
33172103	http://www.dailymile.com/entries/33172103	2015-07-02T00:51:58Z	easy running	Running	alright	1200	2	miles		2	Inov-8 TrailRoc 235 Lime		242
33181951	http://www.dailymile.com/entries/33181951	2015-07-03T02:07:27Z	town	Running	blah	1915	3.06	miles	Legs felt dead.	2	Altra Instinct 3.0 Silver		376
33193661	http://www.dailymile.com/entries/33193661	2015-07-04T16:00:43Z	warm up and down	Running	alright	1800	3	miles		2	Inov-8 Bare-X 150		363
33193865	http://www.dailymile.com/entries/33193865	2015-07-04T16:16:12Z	42nd Annual Granville Firecracker Five race	Running	great	1794	5	miles	Nice cool morning for a July 4th race. Beautiful day for the Firecracker Five miler. Tough course with the first two miles of rolling uphill. Official results show 6th overall, won my age group, with a time of 29:54 (avg. sub-6 minute miles). Mile Splits: 6:07, 6:10, 5:59, 5:41, 5:57	5	Inov-8 Bare-X 150		351
33199419	http://www.dailymile.com/entries/33199419	2015-07-05T13:33:13Z	Clear Creek Metro Park trails	Running	good	4808	7.9	miles	Cemetery Ridge and Chestnut trails at Clear Creek Metro Park. Great trails about 5 minutes from my parents' house. Max Grade 23.3%. Altitude Gain 756 ft. Steep climbs made me practice my uphill power walking. Time includes all of the stops to take pictures along the way. Nice cool pleasant morning!	3	Inov-8 TrailRoc 235 Lime		970
33242827	http://www.dailymile.com/entries/33242827	2015-07-10T01:32:15Z	no sidewalks	Running	alright	5507	9.25	miles	Hot in the midday heat.	3	Inov-8 TrailRoc 235 Lime	hot sunny	1103
33245755	http://www.dailymile.com/entries/33245755	2015-07-10T12:46:49Z	Glen Springs Rd. Loop	Running	good	2810	6.16	miles	Nice morning run!  My VFF SeeYa LS are starting to tear in the upper near the pinky toe. It's a real drag to only get 200 miles out of a pair of FiveFingers.	3	VFF SeeYa LS		557
33255466	http://www.dailymile.com/entries/33255466	2015-07-11T16:08:31Z	Santa Fe water stop out-and-back	Running	alright	4757	8.77	miles		2	Altra Samson pair 2		958
33273928	http://www.dailymile.com/entries/33273928	2015-07-13T16:19:35Z	campus in the heat	Running	alright	3000	5	miles	weather.com says 92 degrees feels like 102.	3	Topo ST		606
33273942	http://www.dailymile.com/entries/33273942	2015-07-13T16:21:07Z	short sprints 60m on track 	Running	alright	497	1	miles	1 mile with 8 x 60m sprints on the straights. Track was baking.	4		hot sunny	97
33281404	http://www.dailymile.com/entries/33281404	2015-07-14T12:14:47Z	The Daily	Running	alright	1100	1.66	miles	barefoot	1	Barefoot		218
33291268	http://www.dailymile.com/entries/33291268	2015-07-15T13:04:08Z	humid	Running	alright	1698	3.12	miles	sore upper quads	2	Merrell Bare Access		339
33294928	http://www.dailymile.com/entries/33294928	2015-07-15T20:34:45Z	Stadium stairs	Running	blah	1740	2	miles	5 x stadium stairs full. quads still sore so I skipped the bottom sprints.	3	VFF KSO EVO		351
